antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,formatted_rule
"frozenset({'departure_airport=TJM', 'time_of_day=День', 'arrival_airport=LED'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018441910501307561,0.13409183668327782,0.0016728727558563143,0.907103825136612,6.764795289359581,1.0,0.0014255817907494184,9.321246699232951,0.8537503455351988,0.012459656233581026,0.8927182133177217,0.45978970003260783,"если аэропорт вылета TJM, день, аэропорт прилета LED, то короткая задержка"
"frozenset({'departure_airport=LED', 'arrival_airport=VOZ', 'time_of_day=День'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018441910501307561,0.13409183668327782,0.0016728727558563143,0.907103825136612,6.764795289359581,1.0,0.0014255817907494184,9.321246699232951,0.8537503455351988,0.012459656233581026,0.8927182133177217,0.45978970003260783,"если аэропорт вылета LED, аэропорт прилета VOZ, день, то короткая задержка"
"frozenset({'time_of_day=Вечер', 'arrival_airport=SVO', 'departure_airport=ULY'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018391522767697431,0.13409183668327782,0.0016678339824953013,0.9068493150684932,6.762897261303481,1.0,0.0014212186757630143,9.29577881207658,0.853704472011617,0.01242212714854012,0.8924242906144827,0.45964365648208966,"если вечер, аэропорт прилета SVO, аэропорт вылета ULY, то короткая задержка"
"frozenset({'arrival_airport=VVO', 'airline_code=S7', 'departure_airport=KHV'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018441910501307561,0.13721587616710587,0.0017081441693834053,0.9262295081967213,6.7501628388010255,1.0,0.0014550918786201785,11.695518123068126,0.8534293124309937,0.012436259583990611,0.9144971612649114,0.4693390490454817,"если аэропорт прилета VVO, авиакомпания S7, аэропорт вылета KHV, то короткая задержка"
"frozenset({'airline_code=SU', 'departure_airport=DME', 'arrival_airport=MRV'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0017031053960223923,0.9260273972602739,6.748689897461488,1.0,0.0014507445049607044,11.66356315551875,0.853392611268746,0.012399574452474412,0.9142629069122125,0.4692196328252016,"если авиакомпания SU, аэропорт вылета DME, аэропорт прилета MRV, то короткая задержка"
"frozenset({'airline_code=WZ', 'departure_airport=DME', 'arrival_airport=LED'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0017031053960223923,0.9260273972602739,6.748689897461488,1.0,0.0014507445049607044,11.66356315551875,0.853392611268746,0.012399574452474412,0.9142629069122125,0.4692196328252016,"если авиакомпания WZ, аэропорт вылета DME, аэропорт прилета LED, то короткая задержка"
"frozenset({'airline_code=WZ', 'departure_airport=IAR', 'arrival_airport=LED'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0017031053960223923,0.9260273972602739,6.748689897461488,1.0,0.0014507445049607044,11.66356315551875,0.853392611268746,0.012399574452474412,0.9142629069122125,0.4692196328252016,"если авиакомпания WZ, аэропорт вылета IAR, аэропорт прилета LED, то короткая задержка"
"frozenset({'time_of_day=Утро', 'departure_airport=UFA', 'arrival_airport=REN'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018441910501307561,0.13409183668327782,0.0016678339824953013,0.9043715846994536,6.7444193999338,1.0,0.0014205430173884054,9.054925364969153,0.8533029218106086,0.012421660974969042,0.8895628666505959,0.45840479129756984,"если утро, аэропорт вылета UFA, аэропорт прилета REN, то короткая задержка"
"frozenset({'departure_airport=VOG', 'arrival_airport=SVO', 'time_of_day=День'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018441910501307561,0.13409183668327782,0.0016678339824953013,0.9043715846994536,6.7444193999338,1.0,0.0014205430173884054,9.054925364969153,0.8533029218106086,0.012421660974969042,0.8895628666505959,0.45840479129756984,"если аэропорт вылета VOG, аэропорт прилета SVO, день, то короткая задержка"
"frozenset({'arrival_airport=MQF', 'departure_airport=OVB', 'airline_code=S7'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018441910501307561,0.13721587616710587,0.0017031053960223923,0.9234972677595629,6.730250854025801,1.0,0.0014500531052591655,11.277821047244263,0.8529902050761312,0.0123991195891416,0.9113303894599081,0.4679545680748461,"если аэропорт прилета MQF, аэропорт вылета OVB, авиакомпания S7, то короткая задержка"
"frozenset({'airline_code=UT', 'arrival_airport=OVB', 'departure_airport=NOZ'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018441910501307561,0.13721587616710587,0.0017031053960223923,0.9234972677595629,6.730250854025801,1.0,0.0014500531052591655,11.277821047244263,0.8529902050761312,0.0123991195891416,0.9113303894599081,0.4679545680748461,"если авиакомпания UT, аэропорт прилета OVB, аэропорт вылета NOZ, то короткая задержка"
"frozenset({'airline_code=S7', 'arrival_airport=SVO', 'time_of_day=День'})","frozenset({'departure_airport=KJA', 'delay_category=Короткая'})",0.012909337350915293,0.019605867147701562,0.0017031053960223923,0.13192818110850899,6.729015356200412,1.0,0.0014500066429554855,1.1293928814602467,0.8625244665535443,0.05527391659852821,0.11456852932608214,0.10939765519059477,"если авиакомпания S7, аэропорт прилета SVO, день, то короткая задержка"
"frozenset({'airline_code=UT', 'arrival_airport=AAQ', 'departure_airport=SVO'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016980666226613793,0.9232876712328767,6.728723359303318,1.0,0.0014457057315996915,11.24700732853594,0.852952107026249,0.01236243580337491,0.9110874590200722,0.4678314090594466,"если авиакомпания UT, аэропорт прилета AAQ, аэропорт вылета SVO, то короткая задержка"
"frozenset({'departure_airport=NUX', 'arrival_airport=HMA', 'time_of_day=День'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018441910501307561,0.13409183668327782,0.0016627952091342883,0.9016393442622951,6.724043510508017,1.0,0.0014155042440273924,8.803399660386676,0.8528527864270817,0.012383668567997599,0.88640751998347,0.4570198825625319,"если аэропорт вылета NUX, аэропорт прилета HMA, день, то короткая задержка"
"frozenset({'departure_airport=LED', 'arrival_airport=KLF', 'time_of_day=День'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018441910501307561,0.13409183668327782,0.0016627952091342883,0.9016393442622951,6.724043510508017,1.0,0.0014155042440273924,8.803399660386676,0.8528527864270817,0.012383668567997599,0.88640751998347,0.4570198825625319,"если аэропорт вылета LED, аэропорт прилета KLF, день, то короткая задержка"
"frozenset({'arrival_airport=BZK', 'time_of_day=Вечер', 'departure_airport=SVO'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018391522767697431,0.13409183668327782,0.0016577564357732754,0.9013698630136987,6.722033833742735,1.0,0.0014111411290409883,8.779346655850105,0.8528039366378869,0.012346142299609727,0.8860963077094522,0.45686635342177495,"если аэропорт прилета BZK, вечер, аэропорт вылета SVO, то короткая задержка"
"frozenset({'airline_code=UT', 'arrival_airport=UUS', 'departure_airport=KHV'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018441910501307561,0.13721587616710587,0.0016980666226613793,0.9207650273224044,6.7103388692505765,1.0,0.0014450143318981525,10.888930666304805,0.8525484917429016,0.012361982319063866,0.9081636176549048,0.46657008710421044,"если авиакомпания UT, аэропорт прилета UUS, аэропорт вылета KHV, то короткая задержка"
"frozenset({'airline_code=WZ', 'departure_airport=TJM', 'arrival_airport=UCT'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018441910501307561,0.13721587616710587,0.0016980666226613793,0.9207650273224044,6.7103388692505765,1.0,0.0014450143318981525,10.888930666304805,0.8525484917429016,0.012361982319063866,0.9081636176549048,0.46657008710421044,"если авиакомпания WZ, аэропорт вылета TJM, аэропорт прилета UCT, то короткая задержка"
"frozenset({'arrival_airport=DME', 'airline_code=S7', 'departure_airport=PES'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016930278493003663,0.9205479452054794,6.708756821145148,1.0,0.0014406669582386785,10.859179489620908,0.8525089807346896,0.012325299878947947,0.907912011127932,0.46644318529369155,"если аэропорт прилета DME, авиакомпания S7, аэропорт вылета PES, то короткая задержка"
"frozenset({'arrival_airport=DME', 'departure_airport=TBW', 'airline_code=S7'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016930278493003663,0.9205479452054794,6.708756821145148,1.0,0.0014406669582386785,10.859179489620908,0.8525089807346896,0.012325299878947947,0.907912011127932,0.46644318529369155,"если аэропорт прилета DME, аэропорт вылета TBW, авиакомпания S7, то короткая задержка"
"frozenset({'departure_airport=PEE', 'arrival_airport=VKO', 'airline_code=S7'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016930278493003663,0.9205479452054794,6.708756821145148,1.0,0.0014406669582386785,10.859179489620908,0.8525089807346896,0.012325299878947947,0.907912011127932,0.46644318529369155,"если аэропорт вылета PEE, аэропорт прилета VKO, авиакомпания S7, то короткая задержка"
"frozenset({'arrival_airport=VKO', 'airline_code=S7', 'departure_airport=ULV'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016930278493003663,0.9205479452054794,6.708756821145148,1.0,0.0014406669582386785,10.859179489620908,0.8525089807346896,0.012325299878947947,0.907912011127932,0.46644318529369155,"если аэропорт прилета VKO, авиакомпания S7, аэропорт вылета ULV, то короткая задержка"
"frozenset({'arrival_airport=VKO', 'departure_airport=VOG', 'airline_code=S7'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016930278493003663,0.9205479452054794,6.708756821145148,1.0,0.0014406669582386785,10.859179489620908,0.8525089807346896,0.012325299878947947,0.907912011127932,0.46644318529369155,"если аэропорт прилета VKO, аэропорт вылета VOG, авиакомпания S7, то короткая задержка"
"frozenset({'airline_code=SU', 'arrival_airport=SVO', 'departure_airport=GOJ'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016930278493003663,0.9205479452054794,6.708756821145148,1.0,0.0014406669582386785,10.859179489620908,0.8525089807346896,0.012325299878947947,0.907912011127932,0.46644318529369155,"если авиакомпания SU, аэропорт прилета SVO, аэропорт вылета GOJ, то короткая задержка"
"frozenset({'airline_code=SU', 'departure_airport=OVS', 'arrival_airport=UFA'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018441910501307561,0.13721587616710587,0.0016930278493003663,0.9180327868852459,6.690426884475353,1.0,0.0014399755585371395,10.52596631076131,0.8521041491636409,0.01232484777345756,0.9049968458499016,0.4651856061335748,"если авиакомпания SU, аэропорт вылета OVS, аэропорт прилета UFA, то короткая задержка"
"frozenset({'airline_code=S7', 'departure_airport=SVO', 'arrival_airport=LED'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016879890759393533,0.9178082191780822,6.688790282986978,1.0,0.0014356281848776655,10.49720683996688,0.8520632089130312,0.0122881666788937,0.9047365632357917,0.4650549615279365,"если авиакомпания S7, аэропорт вылета SVO, аэропорт прилета LED, то короткая задержка"
"frozenset({'arrival_airport=VKT', 'departure_airport=SGC', 'airline_code=S7'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016879890759393533,0.9178082191780822,6.688790282986978,1.0,0.0014356281848776655,10.49720683996688,0.8520632089130312,0.0122881666788937,0.9047365632357917,0.4650549615279365,"если аэропорт прилета VKT, аэропорт вылета SGC, авиакомпания S7, то короткая задержка"
"frozenset({'departure_airport=KZN', 'arrival_airport=KVX', 'time_of_day=День'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018441910501307561,0.13409183668327782,0.0016527176624122624,0.8961748633879781,6.683291731656453,1.0,0.0014054266973053664,8.340062836155797,0.8519442814761826,0.012307692307692308,0.8800968266492184,0.4542500650924559,"если аэропорт вылета KZN, аэропорт прилета KVX, день, то короткая задержка"
"frozenset({'arrival_airport=NUX', 'departure_airport=DME', 'time_of_day=День'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018391522767697431,0.13409183668327782,0.0016476788890512494,0.8958904109589041,6.681170406181988,1.0,0.0014010635823189623,8.317275779226408,0.8518923855409307,0.01227016885553471,0.8797683248044217,0.4540890503614602,"если аэропорт прилета NUX, аэропорт вылета DME, день, то короткая задержка"
"frozenset({'airline_code=UT', 'departure_airport=DME', 'arrival_airport=ROV'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0036783045535394862,0.13721587616710587,0.0033709393785176936,0.9164383561643836,6.678807013907893,1.0,0.002866217596394318,10.325121481934643,0.8534117696809921,0.024511779577180967,0.9031488392897216,0.47050252120792624,"если авиакомпания UT, аэропорт вылета DME, аэропорт прилета ROV, то короткая задержка"
"frozenset({'arrival_airport=DME', 'departure_airport=URJ', 'airline_code=SU'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016829503025783403,0.915068493150685,6.668823744828808,1.0,0.0014305894115166525,10.158587264484078,0.8516147677990277,0.01225103620291237,0.9015611153436514,0.4636667377621815,"если аэропорт прилета DME, аэропорт вылета URJ, авиакомпания SU, то короткая задержка"
"frozenset({'airline_code=SU', 'arrival_airport=SVO', 'departure_airport=BZK'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016829503025783403,0.915068493150685,6.668823744828808,1.0,0.0014305894115166525,10.158587264484078,0.8516147677990277,0.01225103620291237,0.9015611153436514,0.4636667377621815,"если авиакомпания SU, аэропорт прилета SVO, аэропорт вылета BZK, то короткая задержка"
"frozenset({'arrival_airport=ULV', 'airline_code=SU', 'departure_airport=VKO'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016829503025783403,0.915068493150685,6.668823744828808,1.0,0.0014305894115166525,10.158587264484078,0.8516147677990277,0.01225103620291237,0.9015611153436514,0.4636667377621815,"если аэропорт прилета ULV, авиакомпания SU, аэропорт вылета VKO, то короткая задержка"
"frozenset({'airline_code=UT', 'arrival_airport=PEZ', 'departure_airport=SVO'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016829503025783403,0.915068493150685,6.668823744828808,1.0,0.0014305894115166525,10.158587264484078,0.8516147677990277,0.01225103620291237,0.9015611153436514,0.4636667377621815,"если авиакомпания UT, аэропорт прилета PEZ, аэропорт вылета SVO, то короткая задержка"
"frozenset({'airline_code=S7', 'departure_airport=GOJ', 'arrival_airport=LED'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016779115292173273,0.9123287671232877,6.6488572066706375,1.0,0.0014255506381556395,9.841131412468952,0.851163633345,0.012213908450704226,0.8983856674515112,0.46227851399642644,"если авиакомпания S7, аэропорт вылета GOJ, аэропорт прилета LED, то короткая задержка"
"frozenset({'arrival_airport=BZK', 'airline_code=SU', 'departure_airport=VKO'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016779115292173273,0.9123287671232877,6.6488572066706375,1.0,0.0014255506381556395,9.841131412468952,0.851163633345,0.012213908450704226,0.8983856674515112,0.46227851399642644,"если аэропорт прилета BZK, авиакомпания SU, аэропорт вылета VKO, то короткая задержка"
"frozenset({'departure_airport=LED', 'airline_code=UT', 'arrival_airport=CEE'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016779115292173273,0.9123287671232877,6.6488572066706375,1.0,0.0014255506381556395,9.841131412468952,0.851163633345,0.012213908450704226,0.8983856674515112,0.46227851399642644,"если аэропорт вылета LED, авиакомпания UT, аэропорт прилета CEE, то короткая задержка"
"frozenset({'arrival_airport=DME', 'departure_airport=ESL', 'airline_code=S7'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016728727558563143,0.9095890410958904,6.628890668512468,1.0,0.0014205118647946265,9.542915309060803,0.8507097812135385,0.012176783421969558,0.8952102195593709,0.4608902902306714,"если аэропорт прилета DME, аэропорт вылета ESL, авиакомпания S7, то короткая задержка"
"frozenset({'airline_code=S7', 'departure_airport=OVS', 'arrival_airport=LED'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016728727558563143,0.9095890410958904,6.628890668512468,1.0,0.0014205118647946265,9.542915309060803,0.8507097812135385,0.012176783421969558,0.8952102195593709,0.4608902902306714,"если авиакомпания S7, аэропорт вылета OVS, аэропорт прилета LED, то короткая задержка"
"frozenset({'airline_code=UT', 'arrival_airport=SVO', 'departure_airport=SKX'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016728727558563143,0.9095890410958904,6.628890668512468,1.0,0.0014205118647946265,9.542915309060803,0.8507097812135385,0.012176783421969558,0.8952102195593709,0.4608902902306714,"если авиакомпания UT, аэропорт прилета SVO, аэропорт вылета SKX, то короткая задержка"
"frozenset({'arrival_airport=SKX', 'departure_airport=SVO', 'time_of_day=День'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018441910501307561,0.13409183668327782,0.0016376013423292234,0.8879781420765027,6.622164063379108,1.0,0.0013903103772223274,7.729814335949275,0.8505605585509672,0.012193749296514466,0.8706307866478409,0.450095338887342,"если аэропорт прилета SKX, аэропорт вылета SVO, день, то короткая задержка"
"frozenset({'arrival_airport=CSY', 'departure_airport=NBC', 'airline_code=S7'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016678339824953013,0.9068493150684932,6.608924130354298,1.0,0.0014154730914336135,9.262241329382546,0.8502531867731256,0.012139661116408716,0.8920347716672306,0.4595020664649164,"если аэропорт прилета CSY, аэропорт вылета NBC, авиакомпания S7, то короткая задержка"
"frozenset({'arrival_airport=DME', 'airline_code=SU', 'departure_airport=BZK'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016678339824953013,0.9068493150684932,6.608924130354298,1.0,0.0014154730914336135,9.262241329382546,0.8502531867731256,0.012139661116408716,0.8920347716672306,0.4595020664649164,"если аэропорт прилета DME, авиакомпания SU, аэропорт вылета BZK, то короткая задержка"
"frozenset({'airline_code=WZ', 'arrival_airport=SVO', 'departure_airport=ULY'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016678339824953013,0.9068493150684932,6.608924130354298,1.0,0.0014154730914336135,9.262241329382546,0.8502531867731256,0.012139661116408716,0.8920347716672306,0.4595020664649164,"если авиакомпания WZ, аэропорт прилета SVO, аэропорт вылета ULY, то короткая задержка"
"frozenset({'arrival_airport=RGK', 'departure_airport=OVB', 'airline_code=SU'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018441910501307561,0.13721587616710587,0.0016678339824953013,0.9043715846994536,6.590866960599231,1.0,0.0014147816917320746,9.022256837795409,0.8498421635260144,0.01213921590200609,0.8891629868248851,0.4582632012803966,"если аэропорт прилета RGK, аэропорт вылета OVB, авиакомпания SU, то короткая задержка"
"frozenset({'airline_code=SU', 'departure_airport=OVB', 'arrival_airport=SVO'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018441910501307561,0.13721587616710587,0.0016678339824953013,0.9043715846994536,6.590866960599231,1.0,0.0014147816917320746,9.022256837795409,0.8498421635260144,0.01213921590200609,0.8891629868248851,0.4582632012803966,"если авиакомпания SU, аэропорт вылета OVB, аэропорт прилета SVO, то короткая задержка"
"frozenset({'airline_code=UT', 'departure_airport=IKT', 'arrival_airport=KZN'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018441910501307561,0.13721587616710587,0.0016678339824953013,0.9043715846994536,6.590866960599231,1.0,0.0014147816917320746,9.022256837795409,0.8498421635260144,0.01213921590200609,0.8891629868248851,0.4582632012803966,"если авиакомпания UT, аэропорт вылета IKT, аэропорт прилета KZN, то короткая задержка"
"frozenset({'departure_airport=KZN', 'arrival_airport=DME', 'time_of_day=День'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018391522767697431,0.13409183668327782,0.0016224850222461844,0.8821917808219178,6.579011837280124,1.0,0.0013758697155138973,7.35015068861869,0.8495639669780535,0.012080285124742074,0.8639483675418457,0.44714579271067334,"если аэропорт вылета KZN, аэропорт прилета DME, день, то короткая задержка"
"frozenset({'arrival_airport=DME', 'airline_code=SU', 'departure_airport=KHV'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016577564357732754,0.9013698630136987,6.568991054037958,1.0,0.0014053955447115875,8.747672366639073,0.8493316709420186,0.012065424673610093,0.8856838758829501,0.45672561893340635,"если аэропорт прилета DME, авиакомпания SU, аэропорт вылета KHV, то короткая задержка"
"frozenset({'arrival_airport=SVO', 'departure_airport=STW', 'airline_code=SU'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016577564357732754,0.9013698630136987,6.568991054037958,1.0,0.0014053955447115875,8.747672366639073,0.8493316709420186,0.012065424673610093,0.8856838758829501,0.45672561893340635,"если аэропорт прилета SVO, аэропорт вылета STW, авиакомпания SU, то короткая задержка"
"frozenset({'arrival_airport=DME', 'airline_code=UT', 'departure_airport=NSK'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016577564357732754,0.9013698630136987,6.568991054037958,1.0,0.0014053955447115875,8.747672366639073,0.8493316709420186,0.012065424673610093,0.8856838758829501,0.45672561893340635,"если аэропорт прилета DME, авиакомпания UT, аэропорт вылета NSK, то короткая задержка"
"frozenset({'arrival_airport=BZK', 'airline_code=WZ', 'departure_airport=SVO'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016577564357732754,0.9013698630136987,6.568991054037958,1.0,0.0014053955447115875,8.747672366639073,0.8493316709420186,0.012065424673610093,0.8856838758829501,0.45672561893340635,"если аэропорт прилета BZK, авиакомпания WZ, аэропорт вылета SVO, то короткая задержка"
"frozenset({'arrival_airport=NBC', 'departure_airport=CSY', 'time_of_day=День'})","frozenset({'airline_code=WZ', 'delay_category=Короткая'})",0.0018441910501307561,0.13409183668327782,0.0016224850222461844,0.8797814207650273,6.5610363951017625,1.0,0.0013751940571392885,7.202781540316369,0.8491510519687603,0.01207983193277311,0.8611647466464634,0.44594061268222807,"если аэропорт прилета NBC, аэропорт вылета CSY, день, то короткая задержка"
"frozenset({'airline_code=S7', 'arrival_airport=SVO', 'departure_airport=BZK'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016527176624122624,0.8986301369863013,6.549024515879787,1.0,0.0014003567713505745,8.511248789162332,0.8488666987772374,0.012028310535773221,0.8825084279908096,0.45533739516765126,"если авиакомпания S7, аэропорт прилета SVO, аэропорт вылета BZK, то короткая задержка"
"frozenset({'arrival_airport=EGO', 'airline_code=SU', 'departure_airport=DME'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016527176624122624,0.8986301369863013,6.549024515879787,1.0,0.0014003567713505745,8.511248789162332,0.8488666987772374,0.012028310535773221,0.8825084279908096,0.45533739516765126,"если аэропорт прилета EGO, авиакомпания SU, аэропорт вылета DME, то короткая задержка"
"frozenset({'airline_code=UT', 'departure_airport=NUX', 'arrival_airport=HMA'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016527176624122624,0.8986301369863013,6.549024515879787,1.0,0.0014003567713505745,8.511248789162332,0.8488666987772374,0.012028310535773221,0.8825084279908096,0.45533739516765126,"если авиакомпания UT, аэропорт вылета NUX, аэропорт прилета HMA, то короткая задержка"
"frozenset({'departure_airport=LED', 'airline_code=S7', 'arrival_airport=YKS'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016476788890512494,0.8958904109589041,6.529057977721617,1.0,0.0013953179979895615,8.287268557868588,0.8483988827460051,0.011991199119911993,0.8793329800986694,0.4539491714018962,"если аэропорт вылета LED, авиакомпания S7, аэропорт прилета YKS, то короткая задержка"
"frozenset({'departure_airport=EGO', 'airline_code=S7', 'arrival_airport=ROV'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016426401156902364,0.8931506849315068,6.509091439563447,1.0,0.0013902792246285485,8.074774492282215,0.8479281966777712,0.011954090425726963,0.8761575322065291,0.4525609476361412,"если аэропорт вылета EGO, авиакомпания S7, аэропорт прилета ROV, то короткая задержка"
"frozenset({'departure_airport=CEK', 'arrival_airport=VOG', 'airline_code=S7'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016426401156902364,0.8931506849315068,6.509091439563447,1.0,0.0013902792246285485,8.074774492282215,0.8479281966777712,0.011954090425726963,0.8761575322065291,0.4525609476361412,"если аэропорт вылета CEK, аэропорт прилета VOG, авиакомпания S7, то короткая задержка"
"frozenset({'arrival_airport=OVS', 'departure_airport=SGC', 'airline_code=SU'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016426401156902364,0.8931506849315068,6.509091439563447,1.0,0.0013902792246285485,8.074774492282215,0.8479281966777712,0.011954090425726963,0.8761575322065291,0.4525609476361412,"если аэропорт прилета OVS, аэропорт вылета SGC, авиакомпания SU, то короткая задержка"
"frozenset({'arrival_airport=UUA', 'airline_code=SU', 'departure_airport=DME'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016426401156902364,0.8931506849315068,6.509091439563447,1.0,0.0013902792246285485,8.074774492282215,0.8479281966777712,0.011954090425726963,0.8761575322065291,0.4525609476361412,"если аэропорт прилета UUA, авиакомпания SU, аэропорт вылета DME, то короткая задержка"
"frozenset({'airline_code=UT', 'departure_airport=SVO', 'time_of_day=День'})","frozenset({'delay_category=Короткая', 'arrival_airport=ROV'})",0.014995389522374673,0.01709655801391709,0.0016678339824953013,0.11122311827956989,6.5055854043270624,1.0,0.0014114644355847383,1.1059057252743223,0.8591695130872499,0.05481947664789666,0.09576379148236369,0.10438845274426475,"если авиакомпания UT, аэропорт вылета SVO, день, то короткая задержка"
"frozenset({'departure_airport=PEE', 'airline_code=S7', 'arrival_airport=SVX'})","frozenset({'time_of_day=Вечер', 'delay_category=Короткая'})",0.0018391522767697431,0.13721587616710587,0.0016325625689682104,0.8876712328767123,6.469158363247107,1.0,0.0013802016779065225,7.680883053634303,0.8469781081326326,0.011879881201187988,0.8698066364222486,0.44978450010463117,"если аэропорт вылета PEE, авиакомпания S7, аэропорт прилета SVX, то короткая задержка"
